"tweet_id","user_id"
382942430808395776,961631816
382951826833670145,952650157
383630110508605440,227708559
383631570621706240,183228080
383633451905474561,64070349
384718131144314880,492784857
385106052926431234,76944176
385107527970480130,1513652180
385109361984425984,57220989
385155940720197632,135348015
385175448243556352,45401954
385485162202406912,492784857
385495310958485504,961631816
385739847471992832,49987859
385762967431573505,76944176
385765404624183296,127033118
385766180805296128,76944176
385766996941348864,17315836
385767775467098112,17315836
385768914459705344,51652548
385769421509509120,2200621
385771191967174656,44454141
387219273573072896,76944176
387219741179256832,961631816
387224133093691392,1676835781
387224510690099202,1676835781
387246230411034624,1031291870
387246286057259008,1864973587
387271027165642752,17315836
387272939705749505,466147644
387283278924746752,374859947
387287232043687936,1688784198
387287516581093377,635067098
387317072155254785,807511327
387361150632878080,181404555
387379460434960384,106931785
387382274448060416,17916324
387432077487915009,279990381
387578923111813120,1356886020
387605563011366913,13499472
387625919155666944,1901545160
387945744503939073,76944176
387946571448737792,961631816
387952373010038784,1470325105
387952832336261120,803365592
387972374865248256,262747471
387974024141090816,34920009
387974149294940162,584848952
387974869440135169,16240799
387975337574809600,584848952
387977922147287041,272280643
387992891727306752,1901545160
387998178387062784,75089223
388028036647378944,253618371
388033950410485761,961631816
388038556976824320,386185407
388050647985446912,821954251
388052789416296449,1031291870
388085653441110016,1711387482
388301992269197312,76944176
388302053657030656,961631816
388302206119985152,199404596
388302438182424577,231187770
388302769746358272,1924127035
388303474758529024,15598627
388303570380279809,1924127035
388304332988616705,1670800015
388306779647381505,1387915232
388308052375793664,273105793
388406198958972929,21074530
388427857434656768,584848952
389111831534399488,251268856
389111996794171392,7348612
389795137225646080,17315836
389795510891999233,17315836
389795887742193664,600487242
389796155749445632,17315836
389796706163765248,17315836
389797228870504449,17315836
389800949331398656,17315836
389801039417073664,396793361
389801255398162432,17315836
389801456658026496,396793361
389801547866976256,17315836
389801793833545728,17315836
389802181768933376,17315836
389802410316546048,17315836
389802603565309952,396793361
389802780657197058,396793361
389803146673160192,33667453
389803379821531136,17315836
389803645971087361,17315836
389803965590040578,14093339
389804071332630528,181404555
389804156363370496,17315836
389804507086852096,17315836
389804555829272577,466147644
389804655221288960,17315836
389804826160545792,466147644
389805385701281792,17315836
389806123009576960,17315836
389806585125425152,17315836
389806831927046145,56812711
389807962044108800,17315836
389808582276808704,17315836
389808978861228033,1938941725
389809626503323648,17315836
389810002086887425,16016618
389814570023677952,18860284
389819899545001984,719466163
389819997708910592,80871603
389820002825957376,268108931
389821773149401088,265487720
389822074635948032,239639973
389822252700934144,21074530
389828110470103040,269911034
389837482860494849,196783287
389843306970382338,55618046
389844630139056130,76944176
389845910504865792,218830003
389862558326194176,95952428
389910090582462465,151116641
389910525515419648,19489355
389913462245048320,268108931
389930872767787008,14299153
390078893639495680,1354799503
390079956425768960,1354799503
390080064085192704,1354799503
390160686170390528,25075413
390397055664791552,1471683114
390468000811606016,15598627
390563426268770304,961631816
390842129402318848,76944176
390842274869149696,961631816
390843410552090624,1068769698
390843937222443008,106931785
390844460176637952,1278072751
390846440962277377,22035112
390846541151236096,45568375
390853633879064576,858328501
390875665668796417,17315836
390882920753561600,1345575206
390895473340321792,20384012
390896776607449089,45980627
390913514866741249,1353281612
391396461650657280,44454141
391400450094018560,1202193553
392056131540885504,1513437702
392452784303267841,1402817551
392655009412022272,1402817551
393075661201367040,961631816
393462341565968385,76944176
393464719446900736,5694092
393467548043575296,961631816
393864985912172544,72962335
395348912736698369,584848952
395351582499676160,312229664
395404299179937792,1090523083
395557421197713408,602343925
395565764368818177,76944176
395565924528685058,161153697
395568387717218306,1031291870
395571312057663488,961631816
395580349201547264,246558657
395580863829639168,76944176
395581087717421056,246558657
395588757195616256,568417575
395636543500451840,961631816
395662593299206144,31481326
395686658839834624,76944176
395687529997156352,199404596
395689106845364225,1877313685
395690840556716034,18521423
395867433245753345,369529173
395867663450136577,369529173
395924120212213761,76944176
395929064742981632,603316190
395930487987789824,1625719464
396013169371799552,15598627
396260442810499072,76944176
396275274582470656,569520207
396280243734204416,961631816
397373166844002304,584848952
397408926771081217,76944176
397428391944536065,25075413
397445047010222080,18453558
397487469416824832,1471683114
397762854742274048,386057032
398125898438033408,312229664
398480094244524032,76944176
398480404581072896,563894825
398482445437526016,273105793
398491351672582144,961631816
398495789057851392,2162998004
398512670481330176,76944176
398513154353025024,961631816
398542492578377728,119292485
398560872856944640,76944176
398632872472363008,1877313685
398649203129614336,78104190
398855089764708352,15598627
398856868636160000,49987859
398869962800250880,151116641
398871645609549825,62916066
398876497869406208,584848952
398893567428403200,76944176
398893620335771649,961631816
398903400114307072,395718600
398963811442774016,614008187
398968410371280896,218830003
399010084891529216,584848952
399200186347442178,92381471
399212194417901568,1516984081
399217991398604800,15820771
399600169986957315,492784857
400261569978073088,38275772
400261859166547968,76944176
400262588032114688,961631816
400286915229802497,19916253
400321800938078208,76944176
400321875886505984,369529173
400321935965294592,623850262
400327285976596480,242410169
400334721546461184,18205493
400346370814377985,13802082
400346405744558080,1090049160
400348284583018496,1971544848
400348284608188416,478642557
400351623861370880,76944176
400372165054595072,15598627
400385764850429952,15598627
400407476559835137,231540246
400515863817641984,555984374
400522022758785024,106650277
400704360872562688,961631816
400720558045675520,484693626
400993831560044544,76944176
400994007947304961,492784857
400995464733937664,17315836
400995992281284608,76944176
400996219004411904,19132700
400996816923398144,169156328
400997240254509056,961631816
400997375650848768,710789174
400999213804584960,548347709
401000118502973441,177286780
401007285214126080,2163218335
401052088186458112,76944176
401052176782348288,865368504
401052437110611968,20016648
401052491355529216,19136693
401052814400421888,871953258
401052908692963328,961631816
401055414726688769,316396980
401055569580408832,20738917
401061446400110592,840043015
401074837348564992,247406076
401104956314628097,15598627
401105014229172224,13802082
401123287385645056,455494104
401144468465659904,555984374
401163549084770304,15598627
401197381074448384,1177718582
401203497221492737,415733406
401207263316037633,29558718
401353941608595459,1924127035
401397783292178432,415733406
401408853889122304,84766949
401410275477565440,961631816
401411663489802240,1426557763
402500050913218560,217979137
402832378957017088,76944176
402854335732011008,76944176
402854394758041600,211288358
402855858842783744,1277935256
402856405742657536,961631816
402858833691029504,106931785
402878346549161984,43495839
402908040674160642,43395368
402927165379207168,15598627
402935831070916608,57926717
402949608290009088,76944176
402965228184297473,29558718
402968705606623235,15598627
402968809968906240,19211612
402971972952662016,13802082
402976319861829632,879161563
402985811970621440,151116641
403032293964382208,481356788
403058322766430208,2191034168
403145848873177088,10034972
403146142168653824,6108882
403148603755339776,369529173
403165216457760768,76944176
403170570097143808,445153884
403182586094452737,15598627
403182875077378048,19211612
403183252581941248,15598627
403183384329224192,19136693
403192208922542082,415733406
403198525712109568,634292454
403199352056733696,136002754
403208956148842496,49807229
403217071170797570,57926717
403220597573812225,961631816
403226919338258432,277118284
403231777332158464,76944176
403231928477679616,1517607624
403234515885498368,1305704594
403235065045721088,14089460
403239083499347968,55987540
403240369573216256,253618371
403248912037068800,15598627
403249052138999808,106931785
403250302045810688,586958150
403252675539517440,1259709050
403254018614362112,17540667
403257145355157505,15449070
403259873527599104,961631816
403264319720136704,76944176
403266665091059714,38275772
403267118336339968,22035112
403291191283687424,555984374
403318956527607808,22995545
403327486668206081,78104190
403332443681218560,31481326
403342436912488448,6390182
403346360763568128,6108882
403370330049085440,634292454
403526546218299392,76944176
403539418956713984,70309604
403562346632970240,78104190
403624507350335488,57926717
403625181693755392,16385645
403625181773447168,402972230
403641662083436544,898065828
403671785532444672,178787673
403693981378154496,57926717
403829227285262336,143491093
403915820184518656,76944176
403915935213686784,43395368
403917623659753472,614008187
403918136975851520,961631816
403922360451227648,78104190
404254993085399040,510108590
404314245744955392,1488435956
405001700815011840,76944176
405008490823163904,17366486
405008683370704898,1450205467
405008806813638656,316549168
405041791151271936,76944176
405059319835942913,587054500
405099340043005952,152449262
405211078050578432,35700533
405351280694267904,76944176
405352915943968768,1267322942
405353728502296577,919758679
405362456060760064,16642853
405364344860733440,1852497278
405373964513718274,44454141
405380983488147457,39579133
405382159961059328,576459328
405394935156711425,2198865978
405421752404037632,49497795
405421777028784128,119292779
405430535234670592,46568487
405434193913454592,76944176
405451892441874433,119292779
405485873979850752,369529173
405681866717798400,608587504
405706641150328832,337121236
405724277179031552,1716245834
405724433295233025,76944176
405732734770749440,295838581
405741863631474689,1408823570
405752194747494400,584848952
405781103421956096,312229664
405781330686148608,1018962877
405782124613361664,14867154
406117464510967808,227708559
406446697556897793,76944176
406500293858570240,536604894
406500477337993216,961631816
406500524825907200,961631816
406676422019661825,923271840
406677104886312960,923271840
406742763850694656,1525342994
407512398719774720,39579133
407512606669549568,44454141
407513902306820096,16016618
407516784695459840,233218723
407518355285762049,76944176
407520246405136384,576459328
407532198032457728,76944176
407533030648315905,199404596
407533979680530432,1356886020
407542854035451905,38275772
407543376397877248,1450205467
407546202662514688,1450205467
407546390563131392,76944176
407547665812316161,1873615321
407564928191832064,415733406
407574602496630784,251268856
407575313221046272,76944176
407575540095533056,15346219
407576229504876544,1952418390
407585396777041920,1516955634
